sku,nombre,precio,stock,categoria,descripcion,imagenUrl
SKU-29851,Producto 29851,298510.50,351,Hogar,Descripción del producto 29851,https://cdn.example.com/img/29851.jpg
SKU-29852,Producto 29852,298520.50,352.75,Ropa,Descripción del producto 29852,https://cdn.example.com/img/29852.jpg
SKU-29853,Producto 29853,no-es-un-numero,353,Deportes,Descripción del producto 29853,https://cdn.example.com/img/29853.jpg
SKU-29854,,298540.50,354,Juguetes,Descripción del producto 29854,https://cdn.example.com/img/29854.jpg
,Producto 29855,298550.50,355,Libros,Descripción del producto 29855,https://cdn.example.com/img/29855.jpg
SKU-29856,Producto 29856,298560.50,356,Alimentos,Descripción del producto 29856,https://cdn.example.com/img/29856.jpg
SKU-29857,Producto 29857,298570.50,357,Belleza,Descripción del producto 29857,https://cdn.example.com/img/29857.jpg
SKU-29858,Producto 29858,298580.50,358,Herramientas,Descripción del producto 29858,https://cdn.example.com/img/29858.jpg
SKU-29859,Producto 29859,298590.50,abc,Mascotas,Descripción del producto 29859,https://cdn.example.com/img/29859.jpg
SKU-29860,Producto 29860,298600.50,360,Electrónica,Descripción del producto 29860,https://cdn.example.com/img/29860.jpg
SKU-29861,Producto 29861,-298610.50,361,Hogar,Descripción del producto 29861,https://cdn.example.com/img/29861.jpg
,Producto 29862,298620.50,362,Ropa,Descripción del producto 29862,https://cdn.example.com/img/29862.jpg
SKU-29863,Producto 29863,298630.50,363,Deportes,Descripción del producto 29863,https://cdn.example.com/img/29863.jpg
SKU-29864,Producto 29864,298640.50,364,Juguetes,Descripción del producto 29864,https://cdn.example.com/img/29864.jpg
SKU-29865,,298650.50,365,Libros,Descripción del producto 29865,https://cdn.example.com/img/29865.jpg
SKU-29866,Producto 29866,298660.50,366,Alimentos,Descripción del producto 29866,https://cdn.example.com/img/29866.jpg
SKU-29867,Producto 29867,298670.50,367,Belleza,Descripción del producto 29867,https://cdn.example.com/img/29867.jpg
SKU-29868,Producto 29868,298680.50,-368,Herramientas,Descripción del producto 29868,https://cdn.example.com/img/29868.jpg
,Producto 29869,298690.50,369,Mascotas,Descripción del producto 29869,https://cdn.example.com/img/29869.jpg
SKU-29842,Producto 29870,298700.50,370,Electrónica,Descripción del producto 29870,https://cdn.example.com/img/29870.jpg
SKU-29871,Producto 29871,298710.50,371,Hogar,Descripción del producto 29871,https://cdn.example.com/img/29871.jpg
SKU-29872,Producto 29872,298720.50,372,Ropa,Descripción del producto 29872,https://cdn.example.com/img/29872.jpg
SKU-29873,Producto 29873,298730.50,373,Deportes,Descripción del producto 29873,https://cdn.example.com/img/29873.jpg
SKU-29874,Producto 29874,-298740.50,374,Juguetes,Descripción del producto 29874,https://cdn.example.com/img/29874.jpg
SKU-29875,Producto 29875,298750.50,375,Libros,Descripción del producto 29875,https://cdn.example.com/img/29875.jpg
,Producto 29876,298760.50,376,Alimentos,Descripción del producto 29876,https://cdn.example.com/img/29876.jpg
SKU-29877,Producto 29877,298770.50,377,,Descripción del producto 29877,https://cdn.example.com/img/29877.jpg
SKU-29878,Producto 29878,298780.50,378,Herramientas,Descripción del producto 29878,https://cdn.example.com/img/29878.jpg
SKU-29879,Producto 29879,298790.50,379,Mascotas,Descripción del producto 29879,https://cdn.example.com/img/29879.jpg
SKU-29880,Producto 29880,298800.50,380,Electrónica,Descripción del producto 29880,https://cdn.example.com/img/29880.jpg
SKU-29881,Producto 29881,298810.50,381,Hogar,Descripción del producto 29881,https://cdn.example.com/img/29881.jpg
SKU-29882,Producto 29882,298820.50,382,Ropa,Descripción del producto 29882,https://cdn.example.com/img/29882.jpg
,Producto 29883,298830.50,383,Deportes,Descripción del producto 29883,https://cdn.example.com/img/29883.jpg
SKU-29884,Producto 29884,no-es-un-numero,384,Juguetes,Descripción del producto 29884,https://cdn.example.com/img/29884.jpg
SKU-29885,  Producto   29885   con   espacios  ,298850.50,385,Libros,Descripción del producto 29885,https://cdn.example.com/img/29885.jpg
SKU-29886,Producto 29886,298860.50,386.75,Alimentos,Descripción del producto 29886,https://cdn.example.com/img/29886.jpg
SKU-29887,,298870.50,387,Belleza,Descripción del producto 29887,https://cdn.example.com/img/29887.jpg
SKU-29888,Producto 29888,298880.50,388,Herramientas,Descripción del producto 29888,https://cdn.example.com/img/29888.jpg
SKU-29889,Producto 29889,298890.50,389,Mascotas,Descripción del producto 29889,no-es-una-url
,Producto 29890,298900.50,390,Electrónica,Descripción del producto 29890,https://cdn.example.com/img/29890.jpg
SKU-29891,Producto 29891,298910.50,391,Hogar,Descripción del producto 29891,https://cdn.example.com/img/29891.jpg
sku-29892,Producto 29892,298920.50,392,Ropa,Descripción del producto 29892,https://cdn.example.com/img/29892.jpg
SKU-29893,Producto 29893,298930.50,393,Deportes,Descripción del producto 29893,https://cdn.example.com/img/29893.jpg
SKU-29894,Producto 29894,298940.50,394,Juguetes,Descripción del producto 29894,https://cdn.example.com/img/29894.jpg
SKU-29895,Producto 29895,298950.50,395,Libros,Descripción del producto 29895,https://cdn.example.com/img/29895.jpg
SKU-29896,Producto 29896,298960.50,abc,Alimentos,Descripción del producto 29896,https://cdn.example.com/img/29896.jpg
,Producto 29897,298970.50,397,Belleza,Descripción del producto 29897,https://cdn.example.com/img/29897.jpg
SKU-29898,,298980.50,398,Herramientas,Descripción del producto 29898,https://cdn.example.com/img/29898.jpg
SKU-29871,Producto 29899,298990.50,399,Mascotas,Descripción del producto 29899,https://cdn.example.com/img/29899.jpg
SKU-29900,Producto 29900,-299000.50,400,Electrónica,Descripción del producto 29900,https://cdn.example.com/img/29900.jpg
SKU-29901,Producto 29901,299010.50,401,Hogar,Descripción del producto 29901,https://cdn.example.com/img/29901.jpg
SKU-29902,Producto 29902,299020.50,402,Ropa,Descripción del producto 29902,https://cdn.example.com/img/29902.jpg
SKU-29903,Producto 29903,299030.50,403.75,Deportes,Descripción del producto 29903,https://cdn.example.com/img/29903.jpg
,Producto 29904,299040.50,404,Juguetes,Descripción del producto 29904,https://cdn.example.com/img/29904.jpg
SKU-29905,Producto 29905,299050.50,405,Libros,Descripción del producto 29905,https://cdn.example.com/img/29905.jpg
SKU-29906,Producto 29906,299060.50,-406,Alimentos,Descripción del producto 29906,https://cdn.example.com/img/29906.jpg
SKU-29907,Producto 29907,299070.50,407,Belleza,Descripción del producto 29907,https://cdn.example.com/img/29907.jpg
SKU-29908,Producto 29908,299080.50,408,Herramientas,Descripción del producto 29908,https://cdn.example.com/img/29908.jpg
SKU-29909,,299090.50,409,Mascotas,Descripción del producto 29909,https://cdn.example.com/img/29909.jpg
SKU-29910,Producto 29910,299100.50,410,Electrónica,Descripción del producto 29910,https://cdn.example.com/img/29910.jpg
,Producto 29911,299110.50,411,Hogar,Descripción del producto 29911,https://cdn.example.com/img/29911.jpg
SKU-29912,Producto 29912,299120.50,412,Ropa,Descripción del producto 29912,https://cdn.example.com/img/29912.jpg
SKU-29913,Producto 29913,-299130.50,413,Deportes,Descripción del producto 29913,https://cdn.example.com/img/29913.jpg
SKU-29914,Producto 29914,299140.50,414,Juguetes,Descripción del producto 29914,https://cdn.example.com/img/29914.jpg
SKU-29915,Producto 29915,no-es-un-numero,415,Libros,Descripción del producto 29915,https://cdn.example.com/img/29915.jpg
SKU-29916,Producto 29916,299160.50,416,Alimentos,Descripción del producto 29916,https://cdn.example.com/img/29916.jpg
SKU-29917,Producto 29917,299170.50,417,Belleza,Descripción del producto 29917,https://cdn.example.com/img/29917.jpg
,Producto 29918,299180.50,418,Herramientas,Descripción del producto 29918,https://cdn.example.com/img/29918.jpg
SKU-29919,Producto 29919,299190.50,419,Mascotas,Descripción del producto 29919,https://cdn.example.com/img/29919.jpg
SKU-29920,,299200.50,420,Electrónica,Descripción del producto 29920,https://cdn.example.com/img/29920.jpg
SKU-29921,Producto 29921,299210.50,421,Hogar,Descripción del producto 29921,https://cdn.example.com/img/29921.jpg
SKU-29922,Producto 29922,299220.50,422,Ropa,Descripción del producto 29922,https://cdn.example.com/img/29922.jpg
SKU-29923,Producto 29923,299230.50,423,,Descripción del producto 29923,https://cdn.example.com/img/29923.jpg
SKU-29924,Producto 29924,299240.50,424,Juguetes,Descripción del producto 29924,https://cdn.example.com/img/29924.jpg
,Producto 29925,299250.50,425,Libros,Descripción del producto 29925,https://cdn.example.com/img/29925.jpg
SKU-29926,Producto 29926,-299260.50,426,Alimentos,Descripción del producto 29926,https://cdn.example.com/img/29926.jpg
SKU-29927,Producto 29927,299270.50,427,Belleza,Descripción del producto 29927,https://cdn.example.com/img/29927.jpg
SKU-29900,Producto 29928,299280.50,428,Herramientas,Descripción del producto 29928,https://cdn.example.com/img/29928.jpg
SKU-29929,Producto 29929,299290.50,429,Mascotas,Descripción del producto 29929,https://cdn.example.com/img/29929.jpg
SKU-29930,Producto 29930,299300.50,430,Electrónica,Descripción del producto 29930,no-es-una-url
SKU-29931,,299310.50,431,Hogar,Descripción del producto 29931,https://cdn.example.com/img/29931.jpg
,Producto 29932,299320.50,432,Ropa,Descripción del producto 29932,https://cdn.example.com/img/29932.jpg
SKU-29933,Producto 29933,299330.50,abc,Deportes,Descripción del producto 29933,https://cdn.example.com/img/29933.jpg
SKU-29934,Producto 29934,299340.50,434,Juguetes,Descripción del producto 29934,https://cdn.example.com/img/29934.jpg
SKU-29935,Producto 29935,299350.50,435,Libros,Descripción del producto 29935,https://cdn.example.com/img/29935.jpg
SKU-29936,Producto 29936,299360.50,436,Alimentos,Descripción del producto 29936,https://cdn.example.com/img/29936.jpg
SKU-29937,Producto 29937,299370.50,437.75,Belleza,Descripción del producto 29937,https://cdn.example.com/img/29937.jpg
SKU-29938,Producto 29938,299380.50,438,Herramientas,Descripción del producto 29938,https://cdn.example.com/img/29938.jpg
,Producto 29939,299390.50,439,Mascotas,Descripción del producto 29939,https://cdn.example.com/img/29939.jpg
SKU-29940,Producto 29940,299400.50,440,Electrónica,Descripción del producto 29940,https://cdn.example.com/img/29940.jpg
SKU-29941,Producto 29941,299410.50,441,Hogar,Descripción del producto 29941,https://cdn.example.com/img/29941.jpg
SKU-29942,,299420.50,442,Ropa,Descripción del producto 29942,https://cdn.example.com/img/29942.jpg
SKU-29943,Producto 29943,299430.50,443,Deportes,Descripción del producto 29943,https://cdn.example.com/img/29943.jpg
SKU-29944,Producto 29944,299440.50,-444,Juguetes,Descripción del producto 29944,https://cdn.example.com/img/29944.jpg
SKU-29945,Producto 29945,299450.50,445,LIBROS,Descripción del producto 29945,https://cdn.example.com/img/29945.jpg
,Producto 29946,299460.50,446,Alimentos,Descripción del producto 29946,https://cdn.example.com/img/29946.jpg
SKU-29947,Producto 29947,299470.50,447,Belleza,Descripción del producto 29947,https://cdn.example.com/img/29947.jpg
SKU-29948,Producto 29948,299480.50,448,Herramientas,Descripción del producto 29948,https://cdn.example.com/img/29948.jpg
SKU-29949,Producto 29949,299490.50,449,Mascotas,Descripción del producto 29949,https://cdn.example.com/img/29949.jpg
SKU-29950,Producto 29950,299500.50,450,Electrónica,Descripción del producto 29950,https://cdn.example.com/img/29950.jpg
SKU-29951,Producto 29951,299510.50,451,Hogar,,https://cdn.example.com/img/29951.jpg
SKU-29952,Producto 29952,-299520.50,452,Ropa,Descripción del producto 29952,https://cdn.example.com/img/29952.jpg
,Producto 29953,299530.50,453,Deportes,Descripción del producto 29953,https://cdn.example.com/img/29953.jpg
SKU-29954,Producto 29954,299540.50,454.75,Juguetes,Descripción del producto 29954,https://cdn.example.com/img/29954.jpg
SKU-29955,Producto 29955,299550.50,455,Libros,Descripción del producto 29955,https://cdn.example.com/img/29955.jpg
SKU-29956,Producto 29956,299560.50,456,Alimentos,Descripción del producto 29956,https://cdn.example.com/img/29956.jpg
SKU-29929,Producto 29957,299570.50,457,Belleza,Descripción del producto 29957,https://cdn.example.com/img/29957.jpg
SKU-29958,Producto 29958,299580.50,458,Herramientas,Descripción del producto 29958,https://cdn.example.com/img/29958.jpg
SKU-29959,Producto 29959,299590.50,459,Mascotas,Descripción del producto 29959,https://cdn.example.com/img/29959.jpg
,Producto 29960,299600.50,460,Electrónica,Descripción del producto 29960,https://cdn.example.com/img/29960.jpg
SKU-29961,Producto 29961,299610.50,461,Hogar,Descripción del producto 29961,https://cdn.example.com/img/29961.jpg
SKU-29962,Producto 29962,299620.50,462,Ropa,Descripción del producto 29962,https://cdn.example.com/img/29962.jpg
SKU-29963,Producto 29963,299630.50,-463,Deportes,Descripción del producto 29963,https://cdn.example.com/img/29963.jpg
SKU-29964,,299640.50,464,Juguetes,Descripción del producto 29964,https://cdn.example.com/img/29964.jpg
SKU-29965,Producto 29965,-299650.50,465,Libros,Descripción del producto 29965,https://cdn.example.com/img/29965.jpg
SKU-29966,Producto 29966,299660.50,466,Alimentos,Descripción del producto 29966,https://cdn.example.com/img/29966.jpg
,Producto 29967,299670.50,467,Belleza,Descripción del producto 29967,https://cdn.example.com/img/29967.jpg
SKU-29968,Producto 29968,299680.50,468,Herramientas,Descripción del producto 29968,https://cdn.example.com/img/29968.jpg
SKU-29969,Producto 29969,299690.50,469,,Descripción del producto 29969,https://cdn.example.com/img/29969.jpg
SKU-29970,Producto 29970,299700.50,abc,Electrónica,Descripción del producto 29970,https://cdn.example.com/img/29970.jpg
SKU-29971,Producto 29971,299710.50,471.75,Hogar,Descripción del producto 29971,https://cdn.example.com/img/29971.jpg
SKU-29972,Producto 29972,299720.123456,472,Ropa,Descripción del producto 29972,https://cdn.example.com/img/29972.jpg
SKU-29973,Producto 29973,299730.50,473,Deportes,Descripción del producto 29973,https://cdn.example.com/img/29973.jpg
,Producto 29974,299740.50,474,Juguetes,Descripción del producto 29974,https://cdn.example.com/img/29974.jpg
SKU-29975,,299750.50,475,Libros,Descripción del producto 29975,https://cdn.example.com/img/29975.jpg
SKU-29976,Producto 29976,299760.50,476,Alimentos,Descripción del producto 29976,https://cdn.example.com/img/29976.jpg
SKU-29977,Producto 29977,no-es-un-numero,477,Belleza,Descripción del producto 29977,https://cdn.example.com/img/29977.jpg
SKU-29978,Producto 29978,-299780.50,478,Herramientas,Descripción del producto 29978,https://cdn.example.com/img/29978.jpg
SKU-29979,Producto 29979,299790.50,479,Mascotas,Descripción del producto 29979,https://cdn.example.com/img/29979.jpg
SKU-29980,Producto 29980,299800.50,480,Electrónica,Descripción del producto 29980,https://cdn.example.com/img/29980.jpg
,Producto 29981,299810.50,481,Hogar,Descripción del producto 29981,https://cdn.example.com/img/29981.jpg
SKU-29982,Producto 29982,299820.50,-482,Ropa,Descripción del producto 29982,https://cdn.example.com/img/29982.jpg
SKU-29983,Producto 29983,299830.50,483,Deportes,Descripción del producto 29983,https://cdn.example.com/img/29983.jpg
SKU-29984,Producto 29984,299840.50,484,Juguetes,Descripción del producto 29984,https://cdn.example.com/img/29984.jpg
SKU-29985,Producto 29985,299850.50,485,Libros,Descripción del producto 29985,https://cdn.example.com/img/29985.jpg
SKU-29986,,299860.50,486,Alimentos,Descripción del producto 29986,https://cdn.example.com/img/29986.jpg
SKU-29987,Producto 29987,299870.50,487,Belleza,Descripción del producto 29987,https://cdn.example.com/img/29987.jpg
,Producto 29988,299880.50,488,Herramientas,Descripción del producto 29988,https://cdn.example.com/img/29988.jpg
